"";"X";"Project";"Year";"Location";"Trap";"Intervall2";"timepoint";"ID";"Intervall";"Fangtage";"species";"sex";"number";"sella_score"
"2958";4571;"NE";21;8;"PR";"J";"2459404";"NE.21.8.PR.J.2459404";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2959";4572;"NE";21;8;"PR";"J";"2459404";"NE.21.8.PR.J.2459404";"";1;"Cx. pipiens s.l.";"female";1;"7"
"2960";4573;"NE";21;8;"PG";"J";"2459394";"NE.21.8.PG.J.2459394";"";2;"Cx. pipiens s.l.";"female";21;"1"
"2961";4574;"NE";21;8;"PG";"J";"2459394";"NE.21.8.PG.J.2459394";"";2;"Cx. pipiens s.l.";"female";25;"7"
"2962";4575;"NE";21;8;"PG";"J";"2459394";"NE.21.8.PG.J.2459394";"";2;"Cx. pipiens s.l.";"female";14;"7"
"2963";4576;"NE";21;8;"PR";"J";"2459402";"NE.21.8.PR.J.2459402";"";1;"Cx. pipiens s.l.";"female";2;"7"
"2964";4577;"NE";21;8;"PR";"J";"2459402";"NE.21.8.PR.J.2459402";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2965";4578;"NE";21;8;"PR";"J";"2459390";"NE.21.8.PR.J.2459390";"";1;"Cx. pipiens s.l.";"female";1;"2"
"2966";4579;"NE";21;8;"PG";"J";"2459386";"NE.21.8.PG.J.2459386";"";1;"Cs. annulata";"female";1;"7"
"2967";4580;"NE";21;8;"PG";"J";"2459386";"NE.21.8.PG.J.2459386";"";1;"Cx. pipiens s.l.";"female";19;"7"
"2968";4581;"NE";21;8;"PG";"J";"2459386";"NE.21.8.PG.J.2459386";"";1;"Cx. pipiens s.l.";"female";9;"1"
"2969";4582;"NE";21;8;"PG";"J";"2459374";"NE.21.8.PG.J.2459374";"";2;"0";"0";0;"0"
"2970";4583;"NE";21;8;"PR";"J";"2459403";"NE.21.8.PR.J.2459403";"";1;"Cx. pipiens s.l.";"female";2;"7"
"2971";4584;"NE";21;8;"PR";"J";"2459403";"NE.21.8.PR.J.2459403";"";1;"Cx. pipiens s.l.";"female";6;"1"
"2972";4585;"NE";21;8;"PR";"J";"2459403";"NE.21.8.PR.J.2459403";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2973";4586;"NE";21;8;"PG";"J";"2459397";"NE.21.8.PG.J.2459397";"";1;"Cx. pipiens s.l.";"female";10;"7"
"2974";4587;"NE";21;8;"PG";"J";"2459397";"NE.21.8.PG.J.2459397";"";1;"Cx. pipiens s.l.";"female";3;"1"
"2975";4588;"NE";21;8;"PG";"J";"2459397";"NE.21.8.PG.J.2459397";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2976";4589;"NE";21;8;"PR";"J";"2459374";"NE.21.8.PR.J.2459374";"";2;"Cx. pipiens s.l.";"female";1;"4"
"2977";4590;"NE";21;8;"PR";"J";"2459374";"NE.21.8.PR.J.2459374";"";2;"Cx. pipiens s.l.";"female";1;"7"
"2978";4591;"NE";21;8;"PG";"J";"2459388";"NE.21.8.PG.J.2459388";"";1;"Cx. pipiens s.l.";"female";16;"7"
"2979";4592;"NE";21;8;"PG";"J";"2459388";"NE.21.8.PG.J.2459388";"";1;"Cx. pipiens s.l.";"female";7;"1"
"2980";4593;"NE";21;8;"PG";"J";"2459399";"NE.21.8.PG.J.2459399";"";2;"Cx. pipiens s.l.";"female";25;"7"
"2981";4594;"NE";21;8;"PG";"J";"2459399";"NE.21.8.PG.J.2459399";"";1;"Cx. pipiens s.l.";"female";18;"7"
"2982";4595;"NE";21;8;"PG";"J";"2459399";"NE.21.8.PG.J.2459399";"";1;"Cx. pipiens s.l.";"female";21;"1"
"2983";4596;"NE";21;8;"PG";"J";"2459399";"NE.21.8.PG.J.2459399";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2984";4597;"NE";21;8;"PG";"J";"2459380";"NE.21.8.PG.J.2459380";"";1;"Cx. pipiens s.l.";"female";4;"7"
"2985";4598;"NE";21;8;"PG";"J";"2459380";"NE.21.8.PG.J.2459380";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2986";4599;"NE";21;8;"PG";"J";"2459373";"NE.21.8.PG.J.2459373";"";1;"Cx. pipiens s.l.";"female";5;"7"
"2987";4600;"NE";21;8;"PG";"J";"2459373";"NE.21.8.PG.J.2459373";"";1;"Cx. pipiens s.l.";"female";3;"1"
"2988";4601;"NE";21;8;"PR";"J";"2459409";"NE.21.8.PR.J.2459409";"";1;"Cx. pipiens s.l.";"female";3;"7"
"2989";4602;"NE";21;8;"PR";"J";"2459409";"NE.21.8.PR.J.2459409";"";1;"Cx. pipiens s.l.";"female";2;"1"
"2990";4603;"NE";21;8;"PR";"J";"2459409";"NE.21.8.PR.J.2459409";"";1;"Cx. pipiens s.l.";"male";2;"0"
"2991";4604;"NE";21;8;"PR";"J";"2459391";"NE.21.8.PR.J.2459391";"";1;"Cx. pipiens s.l.";"female";1;"3"
"2992";4605;"NE";21;8;"PR";"J";"2459391";"NE.21.8.PR.J.2459391";"";1;"Cx. pipiens s.l.";"female";3;"1"
"2993";4606;"NE";21;8;"PR";"J";"2459391";"NE.21.8.PR.J.2459391";"";1;"Cx. pipiens s.l.";"female";2;"7"
"2994";4607;"NE";21;8;"PG";"J";"2459384";"NE.21.8.PG.J.2459384";"";1;"Ae. vexans";"male";1;"0"
"2995";4608;"NE";21;8;"PG";"J";"2459384";"NE.21.8.PG.J.2459384";"";1;"Cx. pipiens s.l.";"female";1;"5"
"2996";4609;"NE";21;8;"PG";"J";"2459384";"NE.21.8.PG.J.2459384";"";1;"Cx. pipiens s.l.";"female";9;"7"
"2997";4610;"NE";21;8;"PG";"J";"2459384";"NE.21.8.PG.J.2459384";"";1;"Cx. pipiens s.l.";"female";14;"1"
"2998";4611;"NE";21;8;"PG";"J";"2459384";"NE.21.8.PG.J.2459384";"";1;"Cx. pipiens s.l.";"male";1;"0"
"2999";4612;"NE";21;8;"PR";"J";"2459406";"NE.21.8.PR.J.2459406";"";1;"Cx. pipiens s.l.";"female";4;"7"
"3000";4613;"NE";21;8;"PR";"J";"2459406";"NE.21.8.PR.J.2459406";"";1;"Cx. pipiens s.l.";"female";1;"1"
"3001";4614;"NE";21;8;"PR";"J";"2459414";"NE.21.8.PR.J.2459414";"";1;"Cx. pipiens s.l.";"female";1;"7"
"3002";4615;"NE";21;8;"PR";"J";"2459414";"NE.21.8.PR.J.2459414";"";1;"Cx. pipiens s.l.";"female";13;"1"
"3003";4616;"NE";21;8;"PR";"J";"2459414";"NE.21.8.PR.J.2459414";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3004";4617;"NE";21;8;"PR";"J";"2459373";"NE.21.8.PR.J.2459373";"";1;"Cx. pipiens s.l.";"female";2;"7"
"3005";4618;"NE";21;8;"PR";"J";"2459380";"NE.21.8.PR.J.2459380";"";1;"Cx. pipiens s.l.";"female";2;"1"
"3006";4619;"NE";21;8;"PG";"J";"2459378";"NE.21.8.PG.J.2459378";"";1;"Cx. pipiens s.l.";"female";19;"7"
"3007";4620;"NE";21;8;"PG";"J";"2459378";"NE.21.8.PG.J.2459378";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3008";4621;"NE";21;8;"PG";"J";"2459378";"NE.21.8.PG.J.2459378";"";1;"Cx. pipiens s.l.";"female";2;"1"
"3009";4622;"NE";21;8;"PG";"J";"2459378";"NE.21.8.PG.J.2459378";"";1;"Cx. pipiens s.l.";"male";3;"0"
"3010";4623;"NE";21;8;"PG";"J";"2459405";"NE.21.8.PG.J.2459405";"";1;"Cx. pipiens s.l.";"female";6;"7"
"3011";4624;"NE";21;8;"PG";"J";"2459405";"NE.21.8.PG.J.2459405";"";1;"Cx. pipiens s.l.";"female";5;"1"
"3012";4625;"NE";21;8;"PR";"J";"2459397";"NE.21.8.PR.J.2459397";"";1;"Cx. pipiens s.l.";"female";1;"7"
"3013";4626;"NE";21;8;"PR";"J";"2459397";"NE.21.8.PR.J.2459397";"";1;"Cx. pipiens s.l.";"female";1;"1"
"3014";4627;"NE";21;8;"PR";"J";"2459397";"NE.21.8.PR.J.2459397";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3015";4628;"NE";21;8;"PR";"J";"2459382";"NE.21.8.PR.J.2459382";"";1;"Cx. pipiens s.l.";"female";8;"1"
"3016";4629;"NE";21;8;"PR";"J";"2459382";"NE.21.8.PR.J.2459382";"";1;"Ae. spec.";"female";1;"1"
"3017";4630;"NE";21;8;"PG";"J";"2459409";"NE.21.8.PG.J.2459409";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3018";4631;"NE";21;8;"PG";"J";"2459409";"NE.21.8.PG.J.2459409";"";1;"Cx. pipiens s.l.";"female";16;"7"
"3019";4632;"NE";21;8;"PG";"J";"2459409";"NE.21.8.PG.J.2459409";"";1;"Cx. pipiens s.l.";"female";20;"1"
"3020";4633;"NE";21;8;"PG";"J";"2459376";"NE.21.8.PG.J.2459376";"";1;"Cx. pipiens s.l.";"female";11;"7"
"3021";4634;"NE";21;8;"PG";"J";"2459376";"NE.21.8.PG.J.2459376";"";1;"Cx. pipiens s.l.";"female";10;"1"
"3022";4635;"NE";21;8;"PR";"J";"2459379";"NE.21.8.PR.J.2459379";"";1;"Cx. pipiens s.l.";"female";3;"7"
"3023";4636;"NE";21;8;"PR";"J";"2459379";"NE.21.8.PR.J.2459379";"";1;"Cx. pipiens s.l.";"female";1;"1"
"3024";4637;"NE";21;8;"PG";"J";"2459377";"NE.21.8.PG.J.2459377";"";1;"Cx. pipiens s.l.";"female";16;"7"
"3025";4638;"NE";21;8;"PG";"J";"2459377";"NE.21.8.PG.J.2459377";"";1;"Cx. pipiens s.l.";"female";12;"1"
"3026";4639;"NE";21;8;"PG";"J";"2459377";"NE.21.8.PG.J.2459377";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3027";4640;"NE";21;8;"PR";"J";"2459376";"NE.21.8.PR.J.2459376";"";1;"Cx. pipiens s.l.";"female";3;"1"
"3028";4641;"NE";21;8;"PG";"J";"2459403";"NE.21.8.PG.J.2459403";"";1;"Cx. pipiens s.l.";"female";12;"7"
"3029";4642;"NE";21;8;"PG";"J";"2459403";"NE.21.8.PG.J.2459403";"";1;"Cx. pipiens s.l.";"female";5;"1"
"3030";4643;"NE";21;8;"PG";"J";"2459402";"NE.21.8.PG.J.2459402";"";1;"Cx. pipiens s.l.";"female";24;"7"
"3031";4644;"NE";21;8;"PG";"J";"2459402";"NE.21.8.PG.J.2459402";"";1;"Cx. pipiens s.l.";"female";6;"1"
"3032";4645;"NE";21;8;"PG";"J";"2459389";"NE.21.8.PG.J.2459389";"";1;"Cx. pipiens s.l.";"female";14;"7"
"3033";4646;"NE";21;8;"PG";"J";"2459389";"NE.21.8.PG.J.2459389";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3034";4647;"NE";21;8;"PR";"J";"2459396";"NE.21.8.PR.J.2459396";"";1;"Cx. pipiens s.l.";"female";1;"1"
"3035";4648;"NE";21;8;"PR";"J";"2459396";"NE.21.8.PR.J.2459396";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3036";4649;"NE";21;8;"PG";"J";"2459406";"NE.21.8.PG.J.2459406";"";1;"Cx. pipiens s.l.";"female";17;"7"
"3037";4650;"NE";21;8;"PG";"J";"2459406";"NE.21.8.PG.J.2459406";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3038";4651;"NE";21;8;"PG";"J";"2459387";"NE.21.8.PG.J.2459387";"";1;"Cs. annulata";"female";1;"7"
"3039";4652;"NE";21;8;"PG";"J";"2459387";"NE.21.8.PG.J.2459387";"";1;"Cx. pipiens s.l.";"female";15;"7"
"3040";4653;"NE";21;8;"PG";"J";"2459387";"NE.21.8.PG.J.2459387";"";1;"Cx. pipiens s.l.";"female";5;"1"
"3041";4654;"NE";21;8;"PR";"J";"2459386";"NE.21.8.PR.J.2459386";"";1;"Cx. pipiens s.l.";"female";2;"7"
"3042";4655;"NE";21;8;"PR";"J";"2459386";"NE.21.8.PR.J.2459386";"";1;"Cx. pipiens s.l.";"female";2;"1"
"3043";4656;"NE";21;8;"PR";"J";"2459385";"NE.21.8.PR.J.2459385";"";1;"Cx. pipiens s.l.";"female";1;"7"
"3044";4657;"NE";21;8;"PR";"J";"2459398";"NE.21.8.PR.J.2459398";"";1;"0";"0";0;"0"
"3045";4658;"NE";21;8;"PG";"J";"2459404";"NE.21.8.PG.J.2459404";"";1;"Cx. pipiens s.l.";"female";11;"7"
"3046";4659;"NE";21;8;"PG";"J";"2459404";"NE.21.8.PG.J.2459404";"";1;"Cx. pipiens s.l.";"female";9;"1"
"3047";4660;"NE";21;8;"PR";"J";"2459401";"NE.21.8.PR.J.2459401";"";1;"Cx. pipiens s.l.";"female";3;"7"
"3048";4661;"NE";21;8;"PG";"J";"2459401";"NE.21.8.PG.J.2459401";"";1;"Ae. japonicus";"female";1;"1"
"3049";4662;"NE";21;8;"PG";"J";"2459401";"NE.21.8.PG.J.2459401";"";1;"Cs. annulata";"female";1;"7"
"3050";4663;"NE";21;8;"PG";"J";"2459401";"NE.21.8.PG.J.2459401";"";1;"Cx. pipiens s.l.";"female";21;"7"
"3051";4664;"NE";21;8;"PG";"J";"2459401";"NE.21.8.PG.J.2459401";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3052";4665;"NE";21;8;"PG";"J";"2459401";"NE.21.8.PG.J.2459401";"";1;"Cx. pipiens s.l.";"female";15;"1"
"3053";4666;"NE";21;8;"PG";"J";"2459398";"NE.21.8.PG.J.2459398";"";1;"Cx. pipiens s.l.";"female";15;"7"
"3054";4667;"NE";21;8;"PG";"J";"2459398";"NE.21.8.PG.J.2459398";"";1;"Cx. pipiens s.l.";"female";6;"1"
"3055";4668;"NE";21;8;"PR";"J";"2459383";"NE.21.8.PR.J.2459383";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3056";4669;"NE";21;8;"PG";"J";"2459407";"NE.21.8.PG.J.2459407";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3057";4670;"NE";21;8;"PG";"J";"2459407";"NE.21.8.PG.J.2459407";"";1;"Cx. pipiens s.l.";"female";21;"7"
"3058";4671;"NE";21;8;"PG";"J";"2459383";"NE.21.8.PG.J.2459383";"";1;"Cs. annulata";"female";1;"1"
"3059";4672;"NE";21;8;"PG";"J";"2459383";"NE.21.8.PG.J.2459383";"";1;"Cx. pipiens s.l.";"female";13;"7"
"3060";4673;"NE";21;8;"PG";"J";"2459383";"NE.21.8.PG.J.2459383";"";1;"Cx. pipiens s.l.";"female";8;"1"
"3061";4674;"NE";21;8;"PR";"J";"2459381";"NE.21.8.PR.J.2459381";"";1;"Cx. pipiens s.l.";"female";2;"1"
"3062";4675;"NE";21;8;"PR";"J";"2459381";"NE.21.8.PR.J.2459381";"";1;"Cs. annulata";"female";1;"1"
"3063";4676;"NE";21;8;"PR";"J";"2459399";"NE.21.8.PR.J.2459399";"";2;"Cx. pipiens s.l.";"male";2;"0"
"3064";4677;"NE";21;8;"PR";"J";"2459399";"NE.21.8.PR.J.2459399";"";2;"Cx. pipiens s.l.";"female";1;"7"
"3065";4678;"NE";21;8;"PR";"J";"2459399";"NE.21.8.PR.J.2459399";"";2;"Cx. pipiens s.l.";"female";2;"1"
"3066";4679;"NE";21;8;"PG";"J";"2459390";"NE.21.8.PG.J.2459390";"";1;"Cx. pipiens s.l.";"female";13;"7"
"3067";4680;"NE";21;8;"PG";"J";"2459390";"NE.21.8.PG.J.2459390";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3068";4681;"NE";21;8;"PR";"J";"2459384";"NE.21.8.PR.J.2459384";"";1;"Cx. pipiens s.l.";"female";9;"1"
"3069";4682;"NE";21;8;"PR";"J";"2459384";"NE.21.8.PR.J.2459384";"";1;"Cx. pipiens s.l.";"female";1;"7"
"3070";4683;"NE";21;8;"PR";"J";"2459384";"NE.21.8.PR.J.2459384";"";1;"Cx. pipiens s.l.";"female";1;"0"
"3071";4684;"NE";21;8;"PR";"J";"2459388";"NE.21.8.PR.J.2459388";"";1;"Cx. pipiens s.l.";"female";2;"1"
"3072";4685;"NE";21;8;"PG";"J";"2459396";"NE.21.8.PG.J.2459396";"";1;"Cx. pipiens s.l.";"female";10;"7"
"3073";4686;"NE";21;8;"PR";"J";"2459408";"NE.21.8.PR.J.2459408";"";1;"Cx. pipiens s.l.";"female";3;"1"
"3074";4687;"NE";21;8;"PR";"J";"2459408";"NE.21.8.PR.J.2459408";"";1;"Cx. pipiens s.l.";"female";1;"7"
"3075";4688;"NE";21;8;"PR";"J";"2459392";"NE.21.8.PR.J.2459392";"";1;"Cx. pipiens s.l.";"female";3;"1"
"3076";4689;"NE";21;8;"PG";"J";"2459382";"NE.21.8.PG.J.2459382";"";1;"Cx. pipiens s.l.";"female";17;"7"
"3077";4690;"NE";21;8;"PG";"J";"2459382";"NE.21.8.PG.J.2459382";"";1;"Cx. pipiens s.l.";"female";3;"1"
"3078";4691;"NE";21;8;"PR";"J";"2459393";"NE.21.8.PR.J.2459393";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3079";4692;"NE";21;8;"PR";"J";"2459377";"NE.21.8.PR.J.2459377";"";1;"Cx. pipiens s.l.";"female";2;"1"
"3080";4693;"NE";21;8;"PR";"J";"2459377";"NE.21.8.PR.J.2459377";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3081";4694;"NE";21;8;"PR";"J";"2459377";"NE.21.8.PR.J.2459377";"";1;"Cx. pipiens s.l.";"female";1;"2"
"3082";4695;"NE";21;8;"PR";"J";"2459389";"NE.21.8.PR.J.2459389";"";1;"Cx. pipiens s.l.";"female";3;"1"
"3083";4696;"NE";21;8;"PR";"J";"2459394";"NE.21.8.PR.J.2459394";"";2;"Cx. pipiens s.l.";"female";3;"7"
"3084";4697;"NE";21;8;"PR";"J";"2459394";"NE.21.8.PR.J.2459394";"";2;"Cx. pipiens s.l.";"male";2;"0"
"3085";4698;"NE";21;8;"PG";"J";"2459408";"NE.21.8.PG.J.2459408";"";1;"Cx. pipiens s.l.";"female";10;"7"
"3086";4699;"NE";21;8;"PG";"J";"2459408";"NE.21.8.PG.J.2459408";"";1;"Cx. pipiens s.l.";"female";3;"1"
"3087";4700;"NE";21;8;"PG";"J";"2459408";"NE.21.8.PG.J.2459408";"";1;"Cs. annulata";"female";2;"1"
"3088";4701;"NE";21;8;"PR";"J";"2459410";"NE.21.8.PR.J.2459410";"";3;"Cx. pipiens s.l.";"female";2;"7"
"3089";4702;"NE";21;8;"PR";"J";"2459410";"NE.21.8.PR.J.2459410";"";3;"Cx. pipiens s.l.";"female";9;"1"
"3090";4703;"NE";21;8;"PR";"J";"2459410";"NE.21.8.PR.J.2459410";"";3;"Cx. pipiens s.l.";"male";1;"0"
"3091";4704;"NE";21;8;"PG";"J";"2459381";"NE.21.8.PG.J.2459381";"";1;"Cx. pipiens s.l.";"female";1;"6"
"3092";4705;"NE";21;8;"PG";"J";"2459381";"NE.21.8.PG.J.2459381";"";1;"Cx. pipiens s.l.";"female";10;"7"
"3093";4706;"NE";21;8;"PG";"J";"2459381";"NE.21.8.PG.J.2459381";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3094";4707;"NE";21;8;"PR";"J";"2459405";"NE.21.8.PR.J.2459405";"";1;"Cx. pipiens s.l.";"female";1;"1"
"3095";4708;"NE";21;8;"PR";"J";"2459387";"NE.21.8.PR.J.2459387";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3096";4709;"NE";21;8;"PG";"J";"2459391";"NE.21.8.PG.J.2459391";"";1;"Cx. pipiens s.l.";"female";7;"7"
"3097";4710;"NE";21;8;"PG";"J";"2459391";"NE.21.8.PG.J.2459391";"";1;"Cx. pipiens s.l.";"female";4;"1"
"3098";4711;"NE";21;8;"PG";"J";"2459410";"NE.21.8.PG.J.2459410";"";3;"Cx. pipiens s.l.";"female";25;"7"
"3099";4712;"NE";21;8;"PG";"J";"2459410";"NE.21.8.PG.J.2459410";"";3;"Cx. pipiens s.l.";"female";13;"7"
"3100";4713;"NE";21;8;"PG";"J";"2459410";"NE.21.8.PG.J.2459410";"";1;"Cx. pipiens s.l.";"female";18;"1"
"3101";4714;"NE";21;8;"PG";"J";"2459410";"NE.21.8.PG.J.2459410";"";1;"Cs. annulata";"female";1;"1"
"3102";4715;"NE";21;8;"PG";"J";"2459414";"NE.21.8.PG.J.2459414";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3103";4716;"NE";21;8;"PG";"J";"2459414";"NE.21.8.PG.J.2459414";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3104";4717;"NE";21;8;"PG";"J";"2459414";"NE.21.8.PG.J.2459414";"";1;"Cx. pipiens s.l.";"female";20;"1"
"3105";4718;"NE";21;8;"PG";"J";"2459414";"NE.21.8.PG.J.2459414";"";1;"Cx. pipiens s.l.";"female";2;"7"
"3106";4719;"NE";21;8;"PG";"J";"2459414";"NE.21.8.PG.J.2459414";"";1;"Cx. pipiens s.l.";"male";2;"0"
"3107";4720;"NE";21;8;"PG";"J";"2459414";"NE.21.8.PG.J.2459414";"";1;"Cs. annulata";"female";2;"7"
"3108";4746;"NE";21;1;"PG";"J";"2459419";"NE.21.1.PG.J.2459419";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3109";4747;"NE";21;1;"PG";"J";"2459419";"NE.21.1.PG.J.2459419";"";1;"Cs. annulata";"female";1;"1"
"3110";4748;"NE";21;1;"PR";"J";"2459418";"NE.21.1.PR.J.2459418";"";1;"Cx. pipiens s.l.";"female";6;"7"
"3111";4749;"NE";21;1;"PR";"J";"2459418";"NE.21.1.PR.J.2459418";"";1;"Cx. pipiens s.l.";"female";12;"1"
"3112";4750;"NE";21;1;"PR";"J";"2459420";"NE.21.1.PR.J.2459420";"";1;"Cx. pipiens s.l.";"female";9;"1"
"3113";4751;"NE";21;1;"PR";"J";"2459417";"NE.21.1.PR.J.2459417";"";1;"Cx. pipiens s.l.";"female";2;"7"
"3114";4752;"NE";21;1;"PR";"J";"2459417";"NE.21.1.PR.J.2459417";"";1;"Cx. pipiens s.l.";"female";7;"1"
"3115";4753;"NE";21;1;"PG";"J";"2459417";"NE.21.1.PG.J.2459417";"";1;"Cx. pipiens s.l.";"female";23;"7"
"3116";4754;"NE";21;1;"PG";"J";"2459417";"NE.21.1.PG.J.2459417";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3117";4755;"NE";21;1;"PG";"J";"2459417";"NE.21.1.PG.J.2459417";"";1;"Cx. pipiens s.l.";"female";6;"1"
"3118";4756;"NE";21;1;"PG";"J";"2459417";"NE.21.1.PG.J.2459417";"";1;"Cx. pipiens s.l.";"male";1;"0"
"3119";4757;"NE";21;1;"PG";"J";"2459417";"NE.21.1.PG.J.2459417";"";1;"Cs. annulata";"female";2;"1"
"3120";4758;"NE";21;1;"PG";"J";"2459424";"NE.21.1.PG.J.2459424";"";2;"Cx. pipiens s.l.";"female";12;"7"
"3121";4759;"NE";21;1;"PG";"J";"2459424";"NE.21.1.PG.J.2459424";"";2;"Cx. pipiens s.l.";"female";25;"1"
"3122";4760;"NE";21;1;"PG";"J";"2459424";"NE.21.1.PG.J.2459424";"";2;"Cx. pipiens s.l.";"female";19;"1"
"3123";4761;"NE";21;1;"PR";"J";"2459424";"NE.21.1.PR.J.2459424";"";2;"Ae. annulipes s.l.";"female";1;"1"
"3124";4762;"NE";21;1;"PR";"J";"2459424";"NE.21.1.PR.J.2459424";"";2;"Cx. pipiens s.l.";"female";2;"7"
"3125";4763;"NE";21;1;"PR";"J";"2459424";"NE.21.1.PR.J.2459424";"";2;"Cx. pipiens s.l.";"female";18;"1"
"3126";4764;"NE";21;1;"PR";"J";"2459424";"NE.21.1.PR.J.2459424";"";2;"Ae. vexans";"female";1;"1"
"3127";4765;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Ae. vexans";"female";1;"1"
"3128";4766;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cq. richiardii";"female";1;"1"
"3129";4767;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cs. annulata";"female";1;"1"
"3130";4768;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";1;"7"
"3131";4769;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3132";4770;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";21;"7"
"3133";4771;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3134";4772;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3135";4773;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3136";4774;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3137";4775;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"female";13;"1"
"3138";4776;"NE";21;1;"PG";"J";"2459421";"NE.21.1.PG.J.2459421";"";1;"Cx. pipiens s.l.";"male";3;"0"
"3139";4777;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cq. richiardii";"female";1;"1"
"3140";4778;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cs. annulata";"female";1;"1"
"3141";4779;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3142";4780;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3143";4781;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";14;"7"
"3144";4782;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3145";4783;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3146";4784;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";25;"1"
"3147";4785;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"female";14;"1"
"3148";4786;"NE";21;1;"PG";"J";"2459422";"NE.21.1.PG.J.2459422";"";1;"Cx. pipiens s.l.";"male";2;"0"
"3149";4787;"NE";21;1;"PR";"J";"2459422";"NE.21.1.PR.J.2459422";"";1;"Cs. annulata";"female";1;"1"
"3150";4788;"NE";21;1;"PR";"J";"2459422";"NE.21.1.PR.J.2459422";"";1;"Cx. pipiens s.l.";"female";9;"1"
"3151";4789;"NE";21;1;"PR";"J";"2459422";"NE.21.1.PR.J.2459422";"";1;"Cx. pipiens s.l.";"female";3;"7"
"3152";4790;"NE";21;1;"PG";"J";"2459418";"NE.21.1.PG.J.2459418";"";1;"Cx. pipiens s.l.";"female";25;"7"
"3153";4791;"NE";21;1;"PG";"J";"2459418";"NE.21.1.PG.J.2459418";"";1;"Cx. pipiens s.l.";"female";10;"7"
"3154";4792;"NE";21;1;"PG";"J";"2459418";"NE.21.1.PG.J.2459418";"";1;"Cx. pipiens s.l.";"female";25;"1"
